,Drug,Correlation,P-value,CCLE_model_state,State_description,Salient_representative_genes
525,carboplatin,0.2623074328966366,0.2930120687225356,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
526,IU1,0.007747189896215072,0.976458154225754,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
527,dexamethasone,-0.06086150253378261,0.8294050125725568,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
528,teniposide,-0.258057837585003,0.5371937275618205,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
529,sildenafil,0.07385350297264844,0.778176576085994,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
530,simvastatin,-0.26420310210792575,0.3413303312309483,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
531,parbendazole,-0.38264654287555855,0.11706286725189746,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
532,procarbazine,0.19898753696430405,0.4770992584465302,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
533,curcumin,-0.4441510051723591,0.08479656707687841,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
534,ciclopirox,0.3411327063710409,0.19599371185886255,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
535,epigallocatechin-gallate-(-),0.39818089026555803,0.1998538728295389,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
536,ML311,-0.1702480938495629,0.4994192076546856,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
537,myricetin,0.1246753900103946,0.6579759239909188,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
538,methotrexate,0.1648265287087031,0.5272693877913416,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
539,lovastatin,-0.018647790220224024,0.9414544800016049,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
540,valdecoxib,-0.19760852643949392,0.44710819206318386,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
541,cyclophosphamide,-0.09209180885082621,0.813712955830558,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
542,dacarbazine,0.31958962399520263,0.211136683657066,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
543,niclosamide,-0.14843736434549415,0.6125474515101015,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
544,prochlorperazine,0.3676146455266254,0.1612721332041448,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
545,imatinib,-0.2717004584555861,0.29145708574855217,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
546,decitabine,0.276450924124757,0.26678463550236375,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
547,CHIR-99021,-0.14144727984605654,0.6012990323667035,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
548,BI-2536,-0.20146209682075894,0.4381148109129905,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
549,BRD-K61166597,0.014693127574061882,0.9569292804479297,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
550,axitinib,-0.35963919097175423,0.1426882680878813,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
551,selumetinib,-0.016901342582863126,0.9486659844447882,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
552,NVP-BEZ235,-0.08088860816291447,0.8026646028138011,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
553,GW-843682X,0.08707313130913263,0.7484761425560771,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
554,vandetanib,0.5649990059752356,0.02257750778048411,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
555,sorafenib,-0.3200429677675728,0.21045341962312278,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
556,ML029,-0.4109606332248815,0.12807714897106753,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
557,temozolomide,-0.32171869367755457,0.20794026889912132,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
558,ifosfamide,0.16427050640533197,0.697488951893574,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
559,BRD4132,-0.23314547911776792,0.3848473709151178,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
560,BRD-K90370028,0.03203794128935866,0.939969953292132,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
561,SNX-2112,0.36765259356021307,0.13335885510349668,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
562,navitoclax,-0.3249775853457379,0.18822832607724804,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
563,doxorubicin,-0.14661441969371194,0.5744494861583165,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
564,ouabain,-0.5342583184497286,0.022372436137867796,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
565,bexarotene,0.1206212787114079,0.6335326088774964,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
566,nilotinib,0.4549242110145117,0.07664217518061166,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
567,sunitinib,-0.04578257313009713,0.8568479457811555,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
568,bendamustine,-0.4226977235579817,0.11648187014731191,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
569,BRD9647,-0.040820103655570275,0.8722367492789957,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
570,homoharringtonine,0.026498181366182705,0.9348506434881527,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
571,CD-437,-0.14908974983665607,0.5548960253920484,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
572,SCH-79797,0.16883518119661406,0.5030388731022911,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
573,LE-135,-0.2667311044999618,0.28464683239031074,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
574,SKI-II,0.17085832265582848,0.49785976617951777,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
575,CI-976,0.0994586778336916,0.6945780895287107,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
576,cisplatin,-0.060781508379359486,0.810654443218125,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
577,necrostatin-1,0.18942295413092336,0.4822854484591806,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
578,GW-405833,0.09410891900826562,0.7193972996873496,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
579,AC-55649,0.19121189266378547,0.4622416119705142,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
580,RITA,0.01282350864608193,0.9597228393780728,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
581,LY2183240,-0.46518005278941127,0.0598929342495049,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
582,KI-8751,0.08134116697340937,0.7645829429269386,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
583,CD-1530,0.15327874738642572,0.5854886380371312,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
584,TPCA-1,-0.339553547877249,0.16803315841396738,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
585,oxaliplatin,-0.4708143845640608,0.05645917757738563,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
586,NSC632839,-0.17974297859794774,0.47542307394741945,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
587,pifithrin-mu,-0.21679017773581571,0.38754635831656425,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
588,camptothecin,-0.19613665023026733,0.48356248111272804,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
589,BRD-K80183349,0.19175324258142953,0.4768121260296523,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
590,BRD-K66532283,-0.2773055308340104,0.26524821061365933,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
591,MK-2206,-0.20530291348233665,0.4629313233870825,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
592,triazolothiadiazine,-0.34970950442050586,0.1548633461323371,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
593,BRD-K66453893,-0.4038816081504805,0.10788476931507954,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
594,BRD-K11533227,-0.22367225356292944,0.4229252856686742,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
595,Piplartine,-0.26350719020945357,0.29072874742295796,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
596,BRD-K14844214,-0.1567180474790691,0.56216919031494,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
597,BRD1835,0.07042139316340656,0.7812673429352581,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
598,BRD-K41597374,-0.35716950934648634,0.15930566144649605,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
599,BRD-K63431240,-0.020269253014295163,0.9363731940614675,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
600,BRD-K13999467,-0.08071912255397197,0.7581083131341817,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
601,brefeldin A,-0.045327660266877824,0.8582566871408817,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
602,AGK-2,-0.24003045970946613,0.3373675840826319,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
603,L-685458,-0.19728336261540366,0.43264601370847666,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
604,PF-750,-0.03663522976276215,0.8928507069626495,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
605,triptolide,-0.3519279953990537,0.15208351397149783,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
606,nutlin-3,0.04294468500389046,0.8656426803660995,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
607,AA-COCF3,0.3350882599921121,0.188587838300923,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
608,16-beta-bromoandrosterone,-0.18723070057958657,0.45691138219838723,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
609,PRL-3 inhibitor I,-0.1511556318139285,0.5907554192119338,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
610,SID 26681509,-0.6787485759628413,0.010747453036937308,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
611,ISX-9,-0.1420755182664906,0.5738659101047261,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
612,STAT3-inhibitor-VI,0.15649835632568831,0.548622807958374,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
613,bortezomib,-0.062008541690984624,0.8131065390905092,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
614,ABT-737,-0.16453958843855487,0.5141197913353676,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
615,zebularine,-0.1420806762779269,0.573851859150879,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
616,PI-103,-0.28381926048767225,0.2537188353763086,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
617,tubastatin-A,0.5027295237586044,0.20416293869798358,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
618,SR-II-138A,-0.06564851240331224,0.7957847596227638,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
619,parthenolide,-0.13725299679575637,0.6122338680876902,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
620,Compound 7d-cis,-0.18068746413577108,0.5547005976374286,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
621,fedratinib,-0.21073380775298298,0.43338209826726376,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
622,pevonedistat,-0.17408512175122445,0.534926009463369,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
623,AZD7545,-0.18069300260771956,0.5192854034670543,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
624,VER-155008,-0.3709294816948018,0.12966944944619752,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
625,ML203,-0.34635403798377773,0.17323536256924985,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
626,SRT-1720,0.07487827228858968,0.7908438411803984,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
627,CAY10594,0.050387476917059346,0.8529803000844052,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
628,Compound 1541A,-0.2061831710223288,0.4272252365866992,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
629,RG108,0.01386336582025354,0.9564595867607215,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
630,PAC-1,0.29618808457773427,0.24836490132442793,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
631,pluripotin,-0.28644580706965794,0.2650015409337831,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
632,GMX-1778,0.08537332553070899,0.7362520756650802,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
633,avrainvillamide,0.5144179771855091,0.10545241302026732,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
634,BMS-536924,-0.10939658944243635,0.68672425478016,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
635,gemcitabine,0.29224434978229846,0.27205036801628607,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
636,olaparib,-0.27123975141615825,0.27627263575587196,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
637,oligomycin A,-0.3076296035052878,0.21429174547797103,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
638,indisulam,0.022378264062419807,0.9297675724244394,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
639,BRD-K02492147,-0.2735792283023682,0.32381892017945885,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
640,austocystin D,0.2752389013450461,0.2689730807342332,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
641,SJ-172550,-0.11834284813595834,0.6510030218807201,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
642,BRD-K09587429,-0.4117879525437238,0.11301150649631628,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
643,pandacostat,-0.04676586967527428,0.8538043554258784,F1,MYC-high & EMT & hypoxia | glycolysis,"['MYC', 'TGFBI', 'SNAI2', 'MMP2', 'FN1', 'CDH2', 'VIM', 'GSTP1', 'LDHB']"
