,Drug,Correlation,P-value,CCLE_model_state,State_description,Salient_representative_genes
1198,tacedinaline,-0.026513580386092393,0.9348128538476059,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1199,panobinostat,-0.5780925031308629,0.01197345542484074,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1200,IC-87114,0.04149016492541703,0.8743739497310442,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1201,ciclosporin,0.07689314700046573,0.7771448601809925,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1202,vorinostat,-0.5367280343142993,0.026324143009872604,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1203,sirolimus,-0.2801878924637479,0.26010690471272874,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1204,MIRA-1,0.26717708280729857,0.42705689349832565,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1205,KU-55933,-0.09497451346186268,0.7264333647000019,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1206,AM-580,-0.22052864241500653,0.3950200580994787,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1207,PDMP,-0.24595296943147751,0.37690213834921804,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1208,BRD-K71935468,-0.435129759486224,0.0808743693777864,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1209,NSC48300,0.09866857209799279,0.6968950699656034,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1210,PRIMA-1-Met,0.4273994595898655,0.25119636861054323,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1211,evodiamine,0.10662308741667265,0.6837898082570101,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1212,UNC0638,-0.14541552470276467,0.6198820023211011,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1213,cucurbitacin I,0.0925211913492053,0.7332568509296657,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1214,BRD-K50799972,0.15612647782497088,0.5495851364274663,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1215,BRD-K17060750,0.3385604415051688,0.16936041851131595,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1216,barasertib,0.07401518672134526,0.7777023931096646,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1217,entinostat,-0.3382937615637994,0.16971803370034264,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1218,belinostat,-0.4546647575580365,0.2188542369161933,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1219,linifanib,-0.09408731337969405,0.710379371207726,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1220,veliparib,-0.06497319871231247,0.7978441036406838,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1221,saracatinib,0.2881161392354919,0.2621015162790902,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1222,afatinib,0.3145863768568977,0.23534581253311856,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1223,cediranib,0.21880494673275916,0.5716569097837446,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1224,canertinib,-0.006839790734334244,0.9785111087801523,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1225,obatoclax,-0.2320262902470296,0.37018990364360455,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1226,masitinib,-0.16757445191124445,0.5203082107959393,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1227,ZSTK-474,-0.15827681808254737,0.5304776575329359,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1228,brivanib,-0.12228889793171342,0.6641649924682514,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1229,GDC-0879,-0.23616720226960083,0.34543526670909985,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1230,NVP-TAE684,-0.15628831044174601,0.5357208388377924,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1231,BMS-387032,0.14544787751110444,0.6050084714391469,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1232,PLX4720,-0.11112468774944494,0.6606765514391854,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1233,TGX-221,0.35929456139195903,0.15666075000604074,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1234,KU-0063794,-0.4135135288662611,0.08805143307819317,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1235,TG100-115,-0.022673739714081157,0.9288424540767315,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1236,GSK1059615,-0.06288451995559069,0.8460581913061438,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1237,SU11274,-0.48934099217734495,0.0392973869604033,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1238,PCI-34051,0.708764824395167,0.00211429502188365,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1239,LRRK2-IN-1,-0.39622854143243363,0.20227143492554583,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1240,BRD8899,0.5935875104100817,0.009403705912616238,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1241,EX-527,-0.3358255332669567,0.22104893234720197,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1242,ELCPK,-0.10452817239072532,0.8054326089355721,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1243,NPC-26,-0.4302463149065051,0.12463749915627388,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1244,"1S,3R-RSL-3",0.12238887087115402,0.6285278459776695,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1245,CIL55A,-0.4224656107769659,0.2573057576060451,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1246,SCH-529074,-0.1396115528274441,0.6197206883910497,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1247,stemregenin-1,-0.007312900281396362,0.9785563565538513,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1248,FQI-2,-0.17216367741157956,0.5087780913475707,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1249,ML210,0.05940840002413761,0.814860975144091,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1250,darinaparsin,0.19155581381976555,0.6215021258243941,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1251,PX-12,-0.2050505849775173,0.46349340787084875,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1252,GANT-61,-0.08651765374948958,0.7412716434596544,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1253,PL-DI,0.02964191308175018,0.9100848969320787,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1254,TW-37,-0.2889755818419163,0.2776960947421723,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1255,AZD8055,-0.04858972106480698,0.8481642298118408,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1256,CHM-1,-0.1814043387353645,0.485932043803151,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1257,ML239,0.22632401933009505,0.366486227868239,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1258,apicidin,-0.26385700563250464,0.29006503507531284,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1259,salermide,-0.3861608984109976,0.24077453682363684,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1260,fumonisin B1,0.15796520634087327,0.5312977402804235,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1261,JQ1-(+),-0.3114932881248264,0.2235812845218592,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1262,BRD-K51490254,0.3827893922063582,0.143363984876419,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1263,BRD-K85133207,0.1443509893498444,0.5676816342918647,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1264,Merck60,-0.23274979150289773,0.368657151709077,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1265,BRD-A94377914,-0.10239279447921476,0.7932209804453564,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1266,compound 1B,-0.009091582863257308,0.9714389385236866,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1267,BMS-345541,-0.20722286963592246,0.42484623124982007,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1268,CAY10576,0.17545418021548267,0.548528149703242,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1269,vincristine,-0.14755026063153226,0.5719822216295712,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1270,cytarabine,-0.02983906101723452,0.9126490751890016,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1271,Repligen 136,-0.013828402590676404,0.9565692970294948,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1272,nintedanib,-0.32695798283555505,0.20020882244129687,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1273,crizotinib,0.0014304974656521173,0.9955052699029172,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1274,foretinib,0.10350525108030545,0.6827522586892362,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1275,regorafenib,-0.4336795722790099,0.08200633073417009,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1276,WZ8040,0.1542791646358895,0.5984639973335484,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1277,OSI-930,-0.7991797481500158,0.0006049612755449105,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1278,MGCD-265,0.12096684283585636,0.6676022946690416,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1279,lenvatinib,-0.08354907491236681,0.7417038482691152,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1280,YK-4-279,0.20048824783778962,0.425054376854777,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1281,GPP-78,-0.2566033190947561,0.3373832168508857,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1282,KU 0060648,-0.3792637214048802,0.14739805661533928,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1283,narciclasine,0.0007233486536583291,0.9978016341539515,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1284,ixazomib,0.37124054915081944,0.1423468903951797,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1285,ISOX,-0.5356956794839906,0.0324608242251193,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1286,itraconazole,0.08831280882935917,0.7360812517195032,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1287,lapatinib,0.050918319950739775,0.8409734322902003,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1288,BRD-K29313308,-0.07109350573560025,0.7936015984852701,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1289,UNC0321,-0.030807678084509346,0.9034135158438696,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1290,erastin,0.09044144296711733,0.7390560272964488,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1291,SGX523,0.47980905943513186,0.059996516229596494,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1292,sonidegib,-0.7077001094860293,0.0010175453604453198,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1293,alisertib,0.012716785224481048,0.9600577913454935,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1294,AZD6482,-0.18357051081330011,0.4659143310221117,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1295,ruxolitinib,-0.06525823688370289,0.796974734610326,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1296,bleomycin,0.05565941744151727,0.831972075863482,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1297,GDC-0941,-0.6275921128969713,0.0052982933239887064,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1298,SB-525334,-0.32336441912301817,0.2054911589585194,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1299,PHA-793887,0.13269708813353412,0.6241989683611784,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1300,quizartinib,0.03390887408593564,0.8937405285423894,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1301,fingolimod,-0.0012845520771353367,0.9960960616916563,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1302,pazopanib,-0.1115956973962543,0.6807333787426637,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1303,WZ-4002,0.4745504892347813,0.16580077709806695,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1304,BRD-K24690302,-0.07880865656968496,0.7636785510786823,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1305,BRD-K70511574,-0.19371186428075077,0.4722352570499972,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1306,vemurafenib,0.0805345233111301,0.7586460525985275,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1307,BRD-K48477130,-0.575350536783801,0.10503645281117005,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1308,GSK461364,0.00748592006999009,0.9780491224178519,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1309,YL54,-0.10584653777383403,0.7073368611415478,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1310,BRD-K20514654,-0.25575727735188936,0.5065470637004773,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1311,BRD-K55473186,-0.786052618969478,0.004122629653711239,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1312,BRD-K28456706,0.0007248904508566772,0.9978741760388603,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1313,STF-31,-0.26861520004587325,0.29718645990238585,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1314,ML334 diastereomer,-0.1897891103183442,0.5762047478387295,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1315,spautin-1,-0.5165994330899357,0.028159054441005072,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1316,VAF-347,-0.13867609627361183,0.667327446130297,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1317,BRD-A02303741,-0.03356290849057674,0.9017942136676267,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1318,ML320,0.5652731356226359,0.03515689971521025,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1319,tigecycline,-0.46761373543451945,0.20434373834986475,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1320,PF-573228,-0.26331013101204354,0.30719444092263426,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1321,ceranib-2,-0.14139308175670232,0.588297104255205,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1322,GSK4112,-0.19317890063812176,0.45756094410507,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1323,etomoxir,0.05056336234514122,0.8420687949162482,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1324,HC-067047,0.7290616920649284,0.0020437529409740385,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1325,IPR-456,0.028883421786133335,0.912377268127614,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1326,KH-CB19,0.14435770181102725,0.6719495252045734,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1327,leptomycin B,0.36379967078270814,0.13778979310827988,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1328,AZ3146,-0.1522039713954382,0.6034522708502725,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1329,VU0155056,-0.2152456056467369,0.4067239523252375,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1330,JQ-1:UNC0638,-0.20373464959491833,0.432855227695605,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1331,carboplatin:UNC0638,-0.0814428203762197,0.7642964871722313,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1332,vorinostat:carboplatin,-0.45247462902833185,0.05937604578486634,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1333,serdemetan:SCH-529074,0.027236733225400114,0.9202434649846307,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1334,selumetinib:PLX-4032,0.18014372840250442,0.4890190796659446,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1335,sirolimus:bortezomib,-0.24861083900243733,0.3198445460799634,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1336,BRD-K97651142,-0.6445837439178391,0.003879387929648396,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1337,vorapaxar,-0.14881611878535736,0.5686520963241942,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1338,CH55,-0.11418251726948177,0.6625763842602114,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1339,BRD-K79669418,-0.19340867505601775,0.6463007746062839,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1340,BRD-K99584050,-0.4508921526028608,0.26217361438263553,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
1341,BRD-A71883111,-0.29480578755256215,0.2349973509222808,F2,luminal-like & PI3K-Akt signaling,"['CD24', 'KRT19', 'NRG3', 'ERBB3', 'TSPAN1', 'FGFR4']"
